포지션명,경력,주요업무,자격요건,우대사항
AI 개발자,경력 2-4년,"• 아바타와 관련된 딥러닝 개발 / 유지 / 관리
• Vision / Voice / Text 정보에서 얼굴 표정, 립싱크, 바디 제스쳐 정보를 추론하는 딥러닝 모델 연구 / 개발
• 모델 학습용 데이타 수집 및 전처리 파이프라인 구축
• 고객들이 선호하는, 특정 범위에 구속되지 않는 고객들이 좋아하는 서비스 개발에 집중","• 딥러닝 모델을 빠르게 이해하고, 이를 Deploy 할 수 있는 능력
• 주요 딥러닝 프레임워크의 능숙한 사용 (Tensorflow, Pytorch, etc.)
• 본인의 생각을 말과 코드로 잘 표현할 수 있음
• 기존 틀에 의존하지 않고, 어떻게 개발하는것이 가장 좋을지에 대한 의문을 가짐
• Vision / Audio / Text 프로세싱 기본 지식
• 나이 / 성별 / 학력 / 전공 무관","• 상용 딥러닝 모델 설계 및 프로토타입 개발 경험
• 웹앱 디플로이 경험
• ML/AI 관련 리서치 또는 엔지니어링 프로젝트 경험
• 각종 문제를 적극적으로 해결하고 이를 즐기는 분
• 자기 개발에 적극적이고, 학습과 성장에 관심이 많은 분
• 다양한 직군의 사람들과 탁월한 협업 능력을 바탕으로 원활한 커뮤니케이션을 하실 수 있는 분"
[프로그래머스] AI 개발자(감독솔루션팀),경력 3-10년,"• 확장성, 보안성 높은 고성능 온라인 AI 부정행위 감독 시스템의 개발 및 운영
• 대용량 비정형 데이터(영상, 음성, 자연어 등) 파이프라인 개발, 운영 및 데이터 처리
• 부정행위 감지와 관련된 최신 ML/DL 기술 리서치, 학습 및 서빙","• 실무 3년 이상 AI 모델 및 시스템 개발 경력을 가졌거나, 이에 준하는 실력을 가진 분
• 이미지, 비디오 프로세싱 관련 라이브러리(opencv, ffmpeg)를 사용할 수 있는 분
• DL 프레임워크(e.g. Pytorch, Tensorflow, Jax, etc)를 사용해 구현, 수정, 양자화 등을 수행 할 수 있는 분
• DL 서빙 위한 프레임워크나 기술(gRPC, Triton, TensorRT, ONNX, etc)을 사용할 수 있는 분
• SQL을 이용해서 정형 데이터를 가공, 추출 할 수 있는 분
• 새로운 언어/기술에 거부감이 없고, 익숙하지 않은 환경에 빠르게 적응할 수 있는 분
• 코드 리뷰, 동료의 피드백에 긍정적으로 커뮤니케이션 할 수 있는 분
• 제품 중심, 문제 중심의 사고를 하며 문제 해결을 즐기시는 분","• 최신 연구 기술의 핵심 구조를 딥러닝 프레임워크를 사용하여 바닥부터 구현한 경험
• ML 모델의 학습-배포-운영까지 엔드투엔드 서비스 경험
• ML tasks 개발 경험
- NaturalLanguage(e.g. LLM, VLM, sLLM fine-tuning, RAG, Agent, etc)
- Vision(e.g. Video Temporal Localization, Action Recognition, Object Detection, Tracking, etc)
- Audio(e.g. Voice Activity Detection, Speaker Diarization, etc)
- TimeSeries(e.g. Anomaly Detection, time series clustering, etc)
• 데이터 툴(e.g. Kafka, Airflow, etc) 사용 경험이 있으신 분
• MLOps 툴(e.g. Mlflow, W&B, Kubeflow, DVC, etc) 사용 경험이 있으신 분
• 대규모 사용자 AI 시스템 개발 경험
• 대규모 비정형 데이터를 다뤄본 경험
• AWS 환경 개발 경험"
데이터 사이언티스트(Data Scientist),경력 2-5년,"• Knowledge Base 설계 및 구축을 통한 데이터 기반 서비스 구현
• LLM 활용 프로덕트 및 에이전트 개발
• AI 기반 새로운 농업 기술 및 시스템 개발","• LLM 및 Knowledge Base 활용 프로젝트 경험 (2~5년)
• AI/ML 기술을 성공적으로 비즈니스 프로덕트에 적용한 경험
• Python, SQL 등 데이터 분석 및 개발 도구 활용 능숙
• 농업 데이터와 AI 기술에 관심이 많고 도메인 지식 습득에 열려있는 분
• 협업 능력이 뛰어나며, 팀 목표 달성에 기여하는 경험을 중시하는 분","• private data 기반 Knowledge Base 설계 및 서비스 개발 경험
• AWS Bedrock 사용 경험
• 대규모 비정형 데이터 구조화 및 프로덕트 적용 경험
• 농업 및 유통 관련 도메인 프로젝트 수행 경험"
데이터 분석가(Data Analyst),신입-경력 3년,"• 프로덕트 전반에 관한 지표 정의 및 설계
• 대시보드 구축 및 운영
• 제품, 마케팅 영역에 관한 정량 분석
• PM/마케터/데이터 엔지니어와의 협업 및 지원
• 데이터마트 설계 및 운영","• 3년 이내의 데이터 분석 업무 경험이 있는 분
• SQL을 활용하여 데이터 추출, 전처리할 수 있는 분
• 데이터를 활용하여 논리적으로 접근할 수 있는 분
• 데이터 분석 방법(퍼널 분석, 코호트 분석, 리텐션)에 관한 이해도가 있으신 분
• 가설 기반으로 A/B 테스트를 설계하고 분석해 본 분","• 주도적으로 데이터 분석을 통해 인사이트 도출, 전략 제안을 할 수 있는 분 (업무/일상 모두 포함)
• 분석 결과를 동료에게 잘 전달할 수 있는 분
• 클라우드 환경 경험이 있는 분 (빅쿼리, AWS 등)
• 시각화 도구 활용 능력이 있는 분 (루커 스튜디오, 구글 스프레드 시트 등)
• 콘텐츠, 이커머스, O2O 도메인에 관한 경험이 있는 분"
Data파트 매니저(데이터 엔지니어),경력 3년 이상,"ㆍ데이터 파이프라인 구축 및 인사이트 도출 (수집, 정제, 분석, 활용)
ㆍ데이터 인프라 구축 및 관리(AWS 기반 클라우드)
ㆍAirflow 기반 ETL 파이프라인 구축 및 관리
ㆍ데이터 거버넌스 및 권한 체계 구축
ㆍ데이터 품질, 처리 성능 모니터링
ㆍ데이터 플랫폼 인프라 최적화
ㆍ데이터 시각화","• 경력 3년 이상 / 학력 초대졸 이상
• 데이터 엔지니어링 유관 업무 3년 이상 경력이 있으신 분
• Hadoop & Spark 등 분산 처리 시스템 구축 및 운영 경험이 있으신 분
• Kafka & Kafka Connect, Streaming 등 Kafka 구축 및 운영 경험이 있으신 분
• 프로그래밍 언어(Python, Scala 등)와 Database 전반에 대한 이해도가 있으신 분
• 뛰어난 커뮤니케이션 역량으로 팀원들과 소통하고 능동적인 협력이 가능하신 분","• AWS Redshift 사용 경험이 있으신 분
• 대용량 데이터 처리를 위한 분산시스템구축 운영 경험이 있으신 분
• Airflow, Airbyte 등 Workflow manager 운영 경험이 있으신 분
• Apache Iceberg 활용 경험이 있으신 분
• Docker/Kubernetes와 같은 컨테이너 환경에서의 운영 경험이 있으신 분
• 데이터 거버넌스 구축 및 운영 경험이 있으신 분"
플랫폼 서비스 기획(신규 프로젝트 등),경력 7년 이상,"• 프로덕트 전략 및 로드맵 수립
- 미디어 커머스 플랫폼으로서의 그립 생태계 확장 전략 마련
- 프로젝트 전반의 목표 설정 및 우선순위 관리
- 신규 및 기존 프로덕트 개선 사항을 도출하고 실행 계획 수립
• 서비스 기획 및 비즈니스 모델 연계
- 사업 조직과 협업하여 신규 사업 아이디어를 발굴하고, 플랫폼 기능에 연계
- 유저 경험(UX) 개선 및 시나리오 설계를 통해 서비스 가치 제고
• 프로젝트 관리 및 실행
- 프로젝트 일정, 자원, 범위를 체계적으로 관리하고, 리스크를 식별 및 대응
- 데이터 기반의 의사결정을 통해 서비스 개선 방향 도출
- 프로젝트의 전 과정을 주도하며, 성공적인 출시와 안정화 단계까지 모니터링
• 대내외 협업 및 커뮤니케이션
- 개발, 디자인, 마케팅 등 유관 부서와 원활한 협업 체계 구축
- 이해관계자와의 커뮤니케이션을 통해 프로젝트 진행 상황 및 결과 공유
- 스타트업 문화에 맞춰 빠른 실행력과 유연한 문제해결 능력 발휘","• 7년 이상의 서비스 기획 경험 및 PO(Product Owner) 혹은 PM(Project Manager) 경력 보유
• 커머스 플랫폼(결제/정산/배송) 또는 영상 콘텐츠 플랫폼 기획 경력 7년 이상
• 라이브 커머스, 이커머스, 영상 플랫폼 등 유관 서비스 기획/운영 경험 우대
• 필요 시 전략적 기획뿐만 아니라, 실무 단계에서도 직접 실행하며 문제를 해결할 수 있는 역량과 의지를 갖춘 분","• 스타트업 근무 경험이 있으신 분 우대
• 유저 경험 개선 및 시나리오 설계를 통해 의미 있는 서비스 성과를 창출해본 경험
• 서비스와 비즈니스 모델을 연결하여 수익화를 해본 경험"
AI 분야 소프트웨어 (4년이상),경력 4년 이상,"• 발사체 추적시스템, 해안감시 선박 분석 및 안티드론 탐지/추적 등을 위한 딥러닝 모델 설계 및 개발
• 모델 학습 및 평가, 성능 최적화
• 팀원들과 협업을 통한 솔루션 개발
• 신제품 개발 프로젝트에 주도적 참여 및 업무 진행","ㆍ 학력 : 관련 학사 학위 이상(컴퓨터 공학, 전자/전기 공학, 인공지능 등)
• 경력 : 딥러닝, 컴퓨터 비전, 영상 처리 관련 실무 경력 4년 이상
• NVIDIA JETSON AI 플랫폼에서 딥러닝 모델 개발 경력자
• YOLO, PyTorch, PyQT 등 딥러닝 프레임워크 사용 능숙자
• 객체 탐지 모델 설계 및 최적화 경력자
• Python, C/ C++ 등 파이프라인 구축에 필요한 프로그래밍 언어 숙련자
• 위의 요건 중에서 3가지 이상 충족한 자","• 임베디드 시스템 및 실시간 처리 환경에서 딥러닝 모델 최적화 경험
• 다양한 카메라를 이용한 멀티 모달 학습 경험
• 국방 관련 개발 프로젝트 경험"
데이터 엔지니어(DE),경력 3년 이상,"• DW와 DM을 구축하여, 게임 별 ETL 프로세스를 운영합니다.
• 데이터 모델을 설계하고 최적화하는 과정을 통해, 비즈니스 인사이트 도출을 지원합니다.
• 데이터를 효율적이고 정확하게 적재하기 위한 데이터 파이프라인을 설계하고 구축합니다.
• BI Tool(Tableau, Looker 등)을 활용하여 데이터 기반의 의사결정에 필요한 직관적인 대시보드를 제작합니다.
• 구현된 데이터 시스템을 더욱 효율적이고 가용성있게 개선하여 안정적인 데이터 유통에 기여하는 역할을 수행합니다.","• 3년 이상의 유관 경력이 있거나, 그에 준하는 역량을 보유하신 분
• Python, SQL 등의 데이터 언어를 이용한 개발이 가능하신 분
• 보다 효율적인 데이터 분석 방법을 고안하여 주체적으로 개선할 수 있는 분
• 효율적인 데이터 활용 관점에서 데이터 구조를 설계하고 제시할 수 있으신 분
• 이해관계자가 데이터를 쉽게 이해하고 활용할 수 있도록 요구사항에 따른 데이터 환경을 제공할 수 있으신 분","• DW / DM 개발 경험이 있으신 분
• ETL 설계 및 개발, 운영 경험이 있으신 분
• AWS, GCP 등 클라우드 환경에 대한 경험이 있으신 분
• 모바일 게임 데이터를 다루고 분석한 경험이 있으며, 분석을 즐기시는 분
• 데이터 기반의 조직을 만들기 위한 인프라와 환경을 개선하는데 관심 있으신 분"
데이터 분석가,신입-경력 10년,"• 데이터 기반의 의사결정에 필요한 직관적인 대시보드와 리포트를 만듭니다.
• 게임 내 유저 액션을 기반으로 로그를 설계하고, 엔지니어와 소통하며 데이터를 효율적이고 정확하게 적재하기 위한 로직을 구상하며 이를 토대로 데이터 파이프라인을 구축합니다.
• 빠른 속도로 호흡하는 게임의 라이프 타임 전반에 걸친 주요 데이터를 파악/수집/분석하고, 실제 상황과 비교하여 프로덕트를 고도화할 수 있는 인사이트를 도출합니다.
• 목표 달성에 필요한 지표와 가설을 설정하고, 이를 검증할 수 있는 A/B 테스트를 진행합니다.
• 마케팅, 기획, 사업 등 다양한 분야와의 협업을 통해 KPI를 향한 문제 지점들을 정의하고, 솔루션을 제공합니다.
• 끊임없는 이터레이션, 더 정확하고 민첩한 시도를 통해 게임의 여정을 고도화하여 유저들에게 최고의 경험을 선사합니다.","• SQL을 사용해 직접 데이터를 추출하고 정제해보신 분
• Python, SQL, BI Tool(Superset, Data Studio(Looker Studio), Tableau 등) 활용 역량을 가지신 분
• 논리적인 사고를 바탕으로 문제를 정의하고 가설을 세워 A/B테스트를 설계하고 진행해 보신 분
• 데이터에 숨어있는 패턴을 발견하고, 패턴을 모델링할 수 있는 역량이 있으신 분
• 게임 내 여러 상황이 연결되어 있는 현상을 Deep Dive하여, 현상에 대한 이해와 액션 아이템까지 도출해내는 과정을 즐기시는 분","• 빠른 사고와 전략적인 의사 결정, 빠른 실행의 업무 방식을 선호하며 이에 능숙하신 분
• 문제에 대한 파악, 문제 해결을 즐기며, 빠른 성장 속도를 즐길 수 있는 분
• 모바일 게임 데이터를 다루고 분석한 경험이 있으신 분
• 데이터 기반 조직을 만들기 위해 인프라와 환경을 개선하는데 관심 있으신 분
• AWS, GCP 등 클라우드 환경에 대한 경험이 있으신 분
* 데이터 분석으로 서비스 이용 유저에 대해 깊이 이해하고 이를 통해 임팩트 있는 액션을 제시하신 경험이 있다면 포트폴리오에 첨부해 주세요!"
AI Researcher & Engineer (2년 이상),경력 2년,"제품 설계를 위한 최신 AI 연구 및 모델 고도화하며,
엔지니어링 도메인에서 필요로 하는 AI 문제를 직접 해결하기도 합니다.
(아래의 항목 중 업무 범위를 선택할 수 있어요)
1. AI 프로젝트를 통한 실전 문제 해결을 해요
• 글로벌 대기업에서 요청하는 프로젝트 수행
• 제조 설계 데이터 분석 및 AI 문제 정의
• 최적의 AI 모델 탐색 및 학습
• AI 적용 결과 및 효과 분석
2. AI 솔루션을 위한 기술 고도화 및 선행 연구를 해요
• 3D 데이터 기반 생성/예측/최적화 딥러닝 알고리즘 개발
(예, Implicit Neural Representation, GNN, Neural Field, B-Rep 생성 등)
• 2D 데이터 기반 생성/예측/최적화 딥러닝 알고리즘 개발 (예, Diffusion 등)
• 물리 기반 딥러닝 알고리즘 개발 (예, PINN, Operator Learning 등)
• 불확실성 고려 딥러닝 알고리즘 개발
• Multi-fidelity 딥러닝 알고리즘 개발
• Data-driven 최적설계 알고리즘 개발
• AutoML 기술 개발
• 데이터 전후처리 파이프라인 개발","• AI 분야의 업무 or 연구 경험(2년 이상)을 보유하신 분 혹은 그에 준하는 실력을 갖추신 분을 찾아요
• 기계공학, 컴퓨터공학, 전자공학, 산업공학, 통계학, AI 등 관련 전공자 혹은 그에 준하는 실력을 갖추신 분을 찾아요
• Pytorch 또는 Tensorflow를 이용한 딥러닝 모델 개발 경험있으신 분을 찾아요
• AI를 이용한 제조업 혁신에 관심이 있고, 남들과 차별화되고 도메인을 가진 AI 연구자가 되고 싶으신 분을 찾아요
• 엔지니어링 실전 문제를 해결하는 것을 즐거워하시는 분을 찾아요
• 우수한 커뮤니케이션 및 팀워크 능력을 갖추신 분을 찾아요
• 병역특례 지원이 가능해요","• 3D 분야의 데이터를 이해하고 딥러닝에 접목할 수 있는 분이면 더욱 좋아요
• 다양한 물리분야(구조, 동역학, 열전달, 전자기, 유체 등)의 역학지식이 있으신 분이면 더욱 좋아요
• CAE(Computer Aided Engineering) 및 시뮬레이션 관련 지식이 있으시거나
CAE 소프트웨어(Altair 제품군, ANSYS 제품군, LS-Dyna, Fluent, Abaqus, COMSOL, Star-CCM+ 등)
사용 경험이 있으신 분이면 더욱 좋아요
• 컴퓨터 그래픽스 또는 CAD(Computer Aided Design) 관련 지식이 있으시거나
CAD 소프트웨어(CATIA, NX, Creo, SolidWorks, Blender 등) 사용 경험이 있으신 분이면 더욱 좋아요
• 기계공학 학부를 하시고, 석사 또는 박사학위 동안 AI를 연구하신 분이면 좋아요"
